               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.025848,            0.032301,           0.0086519,             0.99852,              0.9994,              0.9949,             0.91377,            0.022362,            0.031011,           0.0069318,           0.0024195,           0.0024195,           0.0024195
                  76,            0.025707,            0.031957,            0.008503,             0.99833,             0.99941,             0.99492,             0.91286,            0.022406,            0.031071,           0.0069103,            0.002318,            0.002318,            0.002318
                  77,            0.025688,            0.032899,           0.0085858,             0.99854,             0.99933,             0.99491,             0.91263,            0.022344,            0.030958,           0.0069154,           0.0022196,           0.0022196,           0.0022196
                  78,             0.02563,            0.031496,           0.0085214,             0.99849,             0.99941,             0.99493,             0.91259,            0.022354,            0.030942,           0.0069261,           0.0021245,           0.0021245,           0.0021245
                  79,            0.025752,            0.032144,           0.0086368,             0.99851,              0.9994,             0.99494,             0.91525,            0.022321,            0.030951,            0.006914,           0.0020327,           0.0020327,           0.0020327
                  80,            0.025439,            0.031944,           0.0084863,             0.99851,             0.99922,             0.99494,             0.91553,            0.022302,            0.030934,           0.0069092,           0.0019443,           0.0019443,           0.0019443
                  81,            0.025276,            0.031597,           0.0084551,             0.99848,              0.9994,             0.99493,             0.91519,            0.022279,            0.030745,           0.0068938,           0.0018594,           0.0018594,           0.0018594
                  82,            0.025619,            0.031748,           0.0085027,             0.99853,              0.9994,             0.99494,             0.91552,            0.022248,            0.030769,           0.0068754,           0.0017781,           0.0017781,           0.0017781
                  83,            0.025327,            0.031457,           0.0083974,             0.99851,              0.9994,             0.99493,             0.91485,            0.022308,            0.030852,           0.0068735,           0.0017005,           0.0017005,           0.0017005
                  84,            0.025496,            0.031715,           0.0084392,             0.99832,             0.99941,             0.99494,             0.91413,            0.022267,            0.030842,           0.0068726,           0.0016267,           0.0016267,           0.0016267
                  85,            0.025354,            0.031764,           0.0084222,             0.99854,             0.99941,             0.99493,             0.91439,            0.022224,            0.030777,           0.0068842,           0.0015566,           0.0015566,           0.0015566
                  86,            0.025259,            0.031525,           0.0084586,             0.99848,             0.99941,             0.99493,             0.91541,            0.022241,            0.030784,           0.0068756,           0.0014905,           0.0014905,           0.0014905
                  87,            0.025255,            0.030488,           0.0084698,             0.99833,             0.99941,             0.99491,             0.91608,            0.022233,            0.030697,           0.0068752,           0.0014283,           0.0014283,           0.0014283
                  88,            0.025347,            0.030604,           0.0084548,             0.99854,             0.99941,             0.99492,             0.91643,            0.022201,            0.030712,           0.0068597,           0.0013701,           0.0013701,           0.0013701
                  89,            0.025328,            0.031323,           0.0084656,             0.99853,             0.99932,             0.99491,             0.91704,             0.02218,             0.03057,           0.0068483,            0.001316,            0.001316,            0.001316
                  90,             0.02544,            0.032043,           0.0084588,             0.99852,              0.9994,             0.99492,             0.91647,            0.022167,             0.03057,           0.0068575,            0.001266,            0.001266,            0.001266
                  91,            0.025422,            0.031286,           0.0084171,             0.99854,             0.99926,             0.99493,             0.91642,            0.022152,            0.030517,           0.0068479,           0.0012202,           0.0012202,           0.0012202
                  92,            0.025495,            0.031593,           0.0085194,             0.99834,             0.99941,             0.99492,             0.91608,            0.022177,            0.030683,           0.0068485,           0.0011787,           0.0011787,           0.0011787
                  93,            0.025435,            0.031901,            0.008532,             0.99855,              0.9992,             0.99491,             0.91594,            0.022141,            0.030654,           0.0068609,           0.0011414,           0.0011414,           0.0011414
                  94,            0.025426,            0.031312,           0.0085292,             0.99834,              0.9994,             0.99491,              0.9161,            0.022132,            0.030682,           0.0068563,           0.0011084,           0.0011084,           0.0011084
                  95,            0.024949,            0.030588,           0.0082464,             0.99832,             0.99941,             0.99491,             0.91636,            0.022167,            0.030706,           0.0068598,           0.0010797,           0.0010797,           0.0010797
                  96,            0.025271,            0.030633,           0.0084946,             0.99852,             0.99922,             0.99492,             0.91679,            0.022132,            0.030684,           0.0068627,           0.0010554,           0.0010554,           0.0010554
                  97,            0.025278,            0.031608,           0.0084131,             0.99854,             0.99922,             0.99492,             0.91652,            0.022142,            0.030566,           0.0068398,           0.0010355,           0.0010355,           0.0010355
                  98,            0.025048,            0.031037,           0.0082901,             0.99852,             0.99922,             0.99492,             0.91812,            0.022108,            0.030518,            0.006829,             0.00102,             0.00102,             0.00102
                  99,             0.02518,            0.031422,           0.0084395,             0.99831,             0.99941,             0.99493,             0.91702,             0.02211,            0.030452,           0.0068379,           0.0010089,           0.0010089,           0.0010089
